,filename,a,b
0,data_1_1,1.077207612292005,-0.2657390782046555
1,data_1_2,1.2274961885709064,-0.6054974145860925
2,data_1_3,-0.6054495825766445,1.1008598597372181
3,data_1_4,1.4216674231644202,0.1298615425809242
4,data_1_5,-0.9939392692653901,-0.04446707108918435
